REVIEW_ID,PRODUCT_ID,CUSTOMER_ID,REVIEW_TEXT,RATING,REVIEW_DATE,PURCHASE_DATE,VERIFIED_PURCHASE,HELPFUL_VOTES
REV-000484,PROD-00167,CUST-00307,Great product! The PlayMaster Deluxe Outdoor arrived on time and works as advertised.,5,2023-11-28,2023-11-19,true,12
REV-000485,PROD-00039,CUST-00929,This BrightMinds Deluxe Outdoor is worth every penny. Excellent quality and performance.,4,2023-12-01,2023-11-24,true,8
REV-000486,PROD-00012,CUST-00229,I can't recommend the LuxeBeauty Deluxe Haircare because of effectiveness concerns.,2,2023-07-21,2023-07-10,true,0
REV-000487,PROD-00157,CUST-00330,I'm disappointed with the BeautyBlend Standard Oral Care due to allergic reactions.,1,2023-09-02,2023-08-22,true,1
REV-000488,PROD-00003,CUST-00884,Great product! The StyleWave Modern Men's arrived on time and works as advertised.,5,2023-12-21,2023-12-19,true,0
REV-000489,PROD-00074,CUST-00335,The PlayMaster Standard Action Figures is exactly what I was looking for. Perfect for my needs.,4,2023-09-20,2023-08-30,true,15
REV-000490,PROD-00046,CUST-00660,Be aware that the NaturalEssence Standard Makeup suffers from allergic reactions.,1,2022-08-11,2022-07-14,true,1
REV-000491,PROD-00053,CUST-00390,Great product! The GadgetGuru Headphones Pro X4 arrived on time and works as advertised.,5,2023-04-06,2023-03-13,true,14
REV-000492,PROD-00188,CUST-00928,This TechPro Tablets Ultra Alpha2 has serious overheating issues that worry me.,2,2022-12-06,2022-11-18,true,1
REV-000493,PROD-00055,CUST-00077,This ComfortBlend Relaxed Children's is worth every penny. Excellent quality and performance.,5,2023-10-07,2023-09-08,true,4
REV-000494,PROD-00167,CUST-00664,The PlayMaster Deluxe Outdoor has been a game-changer for me. Highly recommended!,4,2023-12-18,2023-12-17,true,1
REV-000495,PROD-00137,CUST-00114,I've been using the ChefChoice Deluxe Air Fryers for a month now and it's fantastic.,4,2023-05-11,2023-05-09,false,9
REV-000496,PROD-00141,CUST-00211,Be aware that the ChefChoice Professional Mixers suffers from difficult cleaning.,4,2023-11-03,2023-10-26,false,15
REV-000497,PROD-00039,CUST-00224,I love my new BrightMinds Deluxe Outdoor! It works perfectly and exceeded my expectations.,4,2023-12-16,2023-12-09,true,3
REV-000498,PROD-00041,CUST-00986,I've been using the HomeHelper Essential Mixers for a month now and it's fantastic.,5,2023-02-15,2023-01-23,true,9
REV-000499,PROD-00009,CUST-00150,The BrightMinds Advanced Educational has serious durability issues.,2,2023-07-18,2023-07-13,true,3
REV-000500,PROD-00142,CUST-00977,The effectiveness concerns of this PureGlow Professional Skincare is a major issue.,2,2022-12-21,2022-12-12,true,1
REV-000501,PROD-00133,CUST-00234,The ElectroMax Tablets Premium Alpha7 keeps dropping connection for no reason.,3,2023-07-07,2023-06-08,true,4
REV-000502,PROD-00171,CUST-00325,Absolutely love this BrightMinds Professional Outdoor. Best purchase I've made this year.,4,2022-11-12,2022-10-16,true,8
REV-000503,PROD-00098,CUST-00536,I'm disappointed with the ChefChoice Advanced Coffee Makers due to noise level complaints.,2,2023-11-22,2023-11-13,true,5
REV-000504,PROD-00024,CUST-00559,I've been using the ImagineIt Standard Board Games for a month now and it's fantastic.,5,2023-12-29,2023-12-28,true,4
REV-000505,PROD-00113,CUST-00415,This BrightMinds Advanced Action Figures is worth every penny. Excellent quality and performance.,5,2023-04-23,2023-04-02,false,7
REV-000506,PROD-00088,CUST-00903,This PureGlow Standard Oral Care is worth every penny. Excellent quality and performance.,4,2023-05-07,2023-04-07,true,1
REV-000507,PROD-00023,CUST-00357,The noise level complaints of this KitchenKing Standard Mixers is a major issue.,3,2022-12-15,2022-12-08,false,2
REV-000508,PROD-00096,CUST-00192,I can't recommend the PureGlow Standard Fragrances because of effectiveness concerns.,2,2023-05-23,2023-04-29,true,4
REV-000509,PROD-00113,CUST-00076,I've been using the BrightMinds Advanced Action Figures for a month now and it's fantastic.,5,2023-09-01,2023-08-08,true,6
REV-000510,PROD-00189,CUST-00070,The FashionFusion Relaxed Women's color is completely different from what was shown online.,3,2023-07-20,2023-07-11,true,3
REV-000511,PROD-00184,CUST-00104,I love my new BrightMinds Advanced Action Figures! It works perfectly and exceeded my expectations.,5,2023-08-14,2023-07-17,true,3
REV-000512,PROD-00050,CUST-00919,Very satisfied with my PureGlow Professional Oral Care purchase. Would buy again!,5,2023-08-06,2023-08-03,true,2
REV-000513,PROD-00137,CUST-00915,I can't recommend the ChefChoice Deluxe Air Fryers because of functional failures.,1,2023-08-10,2023-07-29,false,2
REV-000514,PROD-00015,CUST-00641,Great product! The BrightMinds Essential Board Games arrived on time and works as advertised.,5,2022-12-03,2022-11-17,false,13
REV-000515,PROD-00001,CUST-00027,I love my new ImagineIt Essential Action Figures! It works perfectly and exceeded my expectations.,5,2023-12-31,2023-12-27,true,2
REV-000516,PROD-00168,CUST-00044,Had to return the InnovateX Tablets Ultra X14 because it was overheating constantly.,1,2023-12-06,2023-11-10,true,3
REV-000517,PROD-00070,CUST-00977,Had to return the FashionFusion Slim Accessories because the sizing was way off.,3,2023-11-19,2023-11-18,true,4
REV-000518,PROD-00097,CUST-00421,The ChefChoice Advanced Coffee Makers is exactly what I was looking for. Perfect for my needs.,4,2023-10-17,2023-09-17,true,2
REV-000519,PROD-00120,CUST-00900,I'm disappointed with the GlowUp Advanced Fragrances due to effectiveness concerns.,3,2023-08-11,2023-07-16,true,0
REV-000520,PROD-00077,CUST-00600,The InnovateX Laptops Ultra Z8 battery drains way too quickly. Very disappointed.,1,2023-10-17,2023-09-28,true,4
REV-000521,PROD-00084,CUST-00070,Had to return the DigitalDream Cameras Ultra X7 because it was overheating constantly.,2,2022-07-14,2022-07-12,true,3
REV-000522,PROD-00197,CUST-00344,My ElectroMax Headphones Elite Z8 overheats even with minimal usage.,1,2023-03-02,2023-02-18,true,5
REV-000523,PROD-00164,CUST-00901,Very satisfied with my GadgetGuru Headphones Premium Neo1 purchase. Would buy again!,5,2023-10-11,2023-10-08,true,10
REV-000524,PROD-00171,CUST-00342,Be aware that the BrightMinds Professional Outdoor suffers from durability issues.,2,2023-03-04,2023-02-12,false,5
REV-000525,PROD-00084,CUST-00704,Having trouble keeping the DigitalDream Cameras Ultra X7 connected to my network.,3,2022-08-18,2022-08-12,false,0
REV-000526,PROD-00058,CUST-00201,The GadgetGuru Cameras Pro X6 is exactly what I was looking for. Perfect for my needs.,4,2023-11-06,2023-10-29,true,4
REV-000527,PROD-00131,CUST-00835,The battery performance of this TechPro Headphones Pro Alpha13 is unacceptable.,1,2023-11-26,2023-11-08,true,3
REV-000528,PROD-00094,CUST-00484,Very satisfied with my GlowUp Professional Oral Care purchase. Would buy again!,4,2023-11-19,2023-11-05,true,12
REV-000529,PROD-00068,CUST-00604,This KidWonders Standard Outdoor is worth every penny. Excellent quality and performance.,5,2023-01-16,2023-01-07,true,3
REV-000530,PROD-00182,CUST-00677,The PureGlow Professional Oral Care has serious effectiveness concerns.,2,2023-07-10,2023-07-05,true,3
REV-000531,PROD-00173,CUST-00128,This LuxeBeauty Standard Oral Care is worth every penny. Excellent quality and performance.,4,2023-03-05,2023-02-03,true,13
REV-000532,PROD-00091,CUST-00414,I'm disappointed with the PlayMaster Deluxe Board Games due to missing parts.,3,2023-11-05,2023-10-15,true,4
REV-000533,PROD-00154,CUST-00791,Be aware that the PlayMaster Advanced Educational suffers from missing parts.,2,2023-04-07,2023-03-17,true,2
REV-000534,PROD-00096,CUST-00993,I've been using the PureGlow Standard Fragrances for a month now and it's fantastic.,5,2023-02-21,2023-01-29,true,6
REV-000535,PROD-00029,CUST-00496,The GadgetGuru Laptops Premium X11 gets uncomfortably hot during use.,2,2023-07-19,2023-07-05,true,4
REV-000536,PROD-00197,CUST-00787,Five stars for the ElectroMax Headphones Elite Z8. No complaints whatsoever.,4,2022-09-10,2022-08-26,true,10
REV-000537,PROD-00108,CUST-00635,The battery performance of this ElectroMax Headphones Max Neo5 is unacceptable.,2,2022-10-23,2022-09-26,true,1
REV-000538,PROD-00144,CUST-00290,This DigitalDream Laptops Pro X1 is worth every penny. Excellent quality and performance.,5,2023-09-25,2023-09-22,true,5
REV-000539,PROD-00141,CUST-00196,I can't recommend the ChefChoice Professional Mixers because of noise level complaints.,2,2023-12-26,2023-12-01,true,2
REV-000540,PROD-00099,CUST-00846,Beware that the ThreadWorks Classic Accessories color is not as advertised.,2,2023-12-31,2023-12-25,true,1
REV-000541,PROD-00074,CUST-00657,Absolutely love this PlayMaster Standard Action Figures. Best purchase I've made this year.,4,2023-10-12,2023-09-27,true,7
REV-000542,PROD-00080,CUST-00448,Very satisfied with my BeautyBlend Deluxe Makeup purchase. Would buy again!,5,2022-12-13,2022-12-02,true,2
REV-000543,PROD-00156,CUST-00387,The battery performance of this TechPro Smartphones Ultra X12 is unacceptable.,1,2023-03-13,2023-03-12,true,3
REV-000544,PROD-00119,CUST-00743,The HomeHelper Deluxe Coffee Makers is exactly what I was looking for. Perfect for my needs.,4,2023-11-03,2023-10-04,true,8
REV-000545,PROD-00025,CUST-00960,Great product! The ChefChoice Deluxe Air Fryers arrived on time and works as advertised.,5,2022-09-23,2022-08-29,true,0
REV-000546,PROD-00173,CUST-00608,I'm disappointed with the LuxeBeauty Standard Oral Care due to packaging problems.,2,2022-10-23,2022-10-12,true,4
REV-000547,PROD-00198,CUST-00651,My ElectroMax Tablets Max Prime5 keeps dying after just a few hours of use.,1,2023-06-24,2023-06-06,true,2
REV-000548,PROD-00006,CUST-00147,This CookCraft Essential Coffee Makers is worth every penny. Excellent quality and performance.,5,2022-11-24,2022-11-08,false,12
REV-000549,PROD-00196,CUST-00777,Five stars for the CulinaryTech Deluxe Toasters. No complaints whatsoever.,5,2023-11-21,2023-10-30,false,11
REV-000550,PROD-00168,CUST-00844,Very satisfied with my InnovateX Tablets Ultra X14 purchase. Would buy again!,5,2023-08-27,2023-08-21,true,12
REV-000551,PROD-00004,CUST-00525,The GlowUp Essential Haircare has been a game-changer for me. Highly recommended!,4,2022-09-08,2022-08-18,false,11
REV-000552,PROD-00164,CUST-00608,My GadgetGuru Headphones Premium Neo1 has terrible connectivity issues.,2,2022-12-16,2022-12-15,true,5
REV-000553,PROD-00141,CUST-00678,Absolutely love this ChefChoice Professional Mixers. Best purchase I've made this year.,4,2023-11-13,2023-10-29,true,7
REV-000554,PROD-00016,CUST-00454,Very satisfied with my FunFactory Deluxe Outdoor purchase. Would buy again!,5,2023-10-19,2023-09-25,true,14
REV-000555,PROD-00103,CUST-00895,I've been using the DigitalDream Headphones Premium Z8 for a month now and it's fantastic.,4,2023-11-04,2023-10-14,true,14
REV-000556,PROD-00135,CUST-00606,The CookCraft Professional Toasters has serious difficult cleaning.,2,2023-12-31,2023-12-17,true,1
REV-000557,PROD-00187,CUST-00663,Disappointed with the poor quality fabric of this ComfortBlend Athletic Women's.,2,2023-06-01,2023-05-31,true,4
REV-000558,PROD-00133,CUST-00726,This ElectroMax Tablets Premium Alpha7 has serious overheating issues that worry me.,1,2023-10-22,2023-09-30,true,3
REV-000559,PROD-00003,CUST-00664,Had to return the StyleWave Modern Men's because the sizing was way off.,3,2023-12-31,2023-12-17,true,1
REV-000560,PROD-00085,CUST-00146,The BeautyBlend Advanced Oral Care is exactly what I was looking for. Perfect for my needs.,5,2023-09-03,2023-08-11,true,2
REV-000561,PROD-00164,CUST-00735,The GadgetGuru Headphones Premium Neo1 battery drains way too quickly. Very disappointed.,2,2023-07-20,2023-06-22,true,3
REV-000562,PROD-00126,CUST-00859,Very satisfied with my BrightMinds Deluxe Building Sets purchase. Would buy again!,5,2022-12-10,2022-11-12,true,4
REV-000563,PROD-00073,CUST-00338,Absolutely love this UrbanThreads Athletic Children's. Best purchase I've made this year.,4,2023-07-04,2023-06-27,true,0
REV-000564,PROD-00028,CUST-00470,I've been using the ComfortBlend Classic Men's for a month now and it's fantastic.,5,2023-06-12,2023-06-07,true,0
REV-000565,PROD-00063,CUST-00164,Absolutely love this HomeHelper Professional Coffee Makers. Best purchase I've made this year.,5,2023-10-27,2023-10-13,true,13
REV-000566,PROD-00121,CUST-00612,The UrbanThreads Modern Sportswear is exactly what I was looking for. Perfect for my needs.,5,2023-10-08,2023-09-29,false,1
REV-000567,PROD-00111,CUST-00931,I can't recommend the GlowUp Essential Fragrances because of packaging problems.,2,2022-04-09,2022-03-11,true,1
REV-000568,PROD-00099,CUST-00034,The ThreadWorks Classic Accessories is exactly what I was looking for. Perfect for my needs.,4,2023-12-31,2023-12-31,true,0
REV-000569,PROD-00163,CUST-00124,Be aware that the FunFactory Advanced Building Sets suffers from durability issues.,2,2022-11-14,2022-10-19,true,0
REV-000570,PROD-00022,CUST-00118,Beware that the StyleWave Classic Accessories color is not as advertised.,2,2023-11-10,2023-10-23,true,5
REV-000571,PROD-00031,CUST-00566,Five stars for the KitchenKing Advanced Toasters. No complaints whatsoever.,4,2023-10-06,2023-10-04,false,2
REV-000572,PROD-00099,CUST-00221,The actual color of the ThreadWorks Classic Accessories bears little resemblance to the photos.,4,2023-12-31,2023-12-28,true,15
REV-000573,PROD-00033,CUST-00861,Had to return the FashionFusion Modern Women's because the sizing was way off.,3,2022-12-01,2022-11-02,true,3
REV-000574,PROD-00116,CUST-00653,Absolutely love this FunFactory Deluxe Outdoor. Best purchase I've made this year.,4,2023-02-12,2023-02-06,true,6
REV-000575,PROD-00198,CUST-00363,The ElectroMax Tablets Max Prime5 gets uncomfortably hot during use.,2,2023-01-04,2022-12-28,true,2
REV-000576,PROD-00063,CUST-00652,The functional failures of this HomeHelper Professional Coffee Makers is a major issue.,1,2023-12-30,2023-12-25,true,2
REV-000577,PROD-00097,CUST-00175,Absolutely love this ChefChoice Advanced Coffee Makers. Best purchase I've made this year.,5,2023-04-20,2023-04-05,false,0
REV-000578,PROD-00019,CUST-00660,Five stars for the ChefChoice Essential Air Fryers. No complaints whatsoever.,4,2023-10-15,2023-10-08,true,0
REV-000579,PROD-00098,CUST-00298,I've been using the ChefChoice Advanced Coffee Makers for a month now and it's fantastic.,5,2023-10-02,2023-10-01,false,4
REV-000580,PROD-00031,CUST-00472,Great product! The KitchenKing Advanced Toasters arrived on time and works as advertised.,5,2023-11-21,2023-11-08,true,0
REV-000581,PROD-00138,CUST-00725,I love my new BrightMinds Professional Outdoor! It works perfectly and exceeded my expectations.,4,2023-12-31,2023-12-28,true,2
REV-000582,PROD-00048,CUST-00013,The ChefChoice Deluxe Mixers is exactly what I was looking for. Perfect for my needs.,4,2022-03-21,2022-03-14,true,15
REV-000583,PROD-00116,CUST-00037,The durability issues of this FunFactory Deluxe Outdoor is a major issue.,2,2023-01-21,2022-12-26,true,2
REV-000584,PROD-00051,CUST-00166,My DigitalDream Smartphones Elite Z11 has terrible connectivity issues.,2,2023-10-08,2023-09-24,true,3
REV-000585,PROD-00187,CUST-00996,The ComfortBlend Athletic Women's has been a game-changer for me. Highly recommended!,5,2023-06-10,2023-05-25,true,0
REV-000586,PROD-00056,CUST-00152,Be warned: StyleWave Relaxed Men's runs at least one size too small.,2,2023-12-31,2023-12-18,true,0
REV-000587,PROD-00162,CUST-00038,I'm disappointed with the CulinaryTech Professional Coffee Makers due to functional failures.,1,2023-12-16,2023-12-11,true,2
REV-000588,PROD-00074,CUST-00009,I'm disappointed with the PlayMaster Standard Action Figures due to durability issues.,2,2023-12-16,2023-12-11,true,5
REV-000589,PROD-00109,CUST-00115,I've been using the InnovateX Laptops Elite Z4 for a month now and it's fantastic.,4,2023-06-29,2023-06-14,true,13
REV-000590,PROD-00176,CUST-00533,Five stars for the BeautyBlend Deluxe Haircare. No complaints whatsoever.,5,2023-11-13,2023-10-20,true,15
REV-000591,PROD-00012,CUST-00814,Very satisfied with my LuxeBeauty Deluxe Haircare purchase. Would buy again!,5,2023-04-17,2023-04-13,true,7
REV-000592,PROD-00115,CUST-00726,"Battery life on the InnovateX Laptops Premium Prime8 is terrible, barely lasts half a day.",2,2023-01-22,2023-01-17,true,2
REV-000593,PROD-00160,CUST-00494,Very satisfied with my ElectroMax Headphones Elite Alpha14 purchase. Would buy again!,5,2023-07-16,2023-06-29,true,0
REV-000594,PROD-00182,CUST-00500,I've been using the PureGlow Professional Oral Care for a month now and it's fantastic.,5,2023-08-22,2023-08-08,true,2
REV-000595,PROD-00132,CUST-00410,The KitchenKing Standard Air Fryers is exactly what I was looking for. Perfect for my needs.,4,2022-10-31,2022-10-17,true,6
REV-000596,PROD-00083,CUST-00737,The noise level complaints of this HomeHelper Essential Toasters is a major issue.,2,2023-01-30,2023-01-05,false,5
REV-000597,PROD-00181,CUST-00788,This ThreadWorks Athletic Children's is worth every penny. Excellent quality and performance.,4,2022-11-06,2022-11-04,true,0
REV-000598,PROD-00012,CUST-00422,The LuxeBeauty Deluxe Haircare has been a game-changer for me. Highly recommended!,5,2023-03-14,2023-03-01,true,9
REV-000599,PROD-00111,CUST-00982,The effectiveness concerns of this GlowUp Essential Fragrances is a major issue.,2,2022-05-01,2022-04-22,true,5
REV-000600,PROD-00101,CUST-00736,This KitchenKing Essential Mixers is worth every penny. Excellent quality and performance.,4,2023-01-13,2022-12-20,true,8
REV-000601,PROD-00187,CUST-00499,The actual color of the ComfortBlend Athletic Women's bears little resemblance to the photos.,4,2023-12-28,2023-12-01,true,4
REV-000602,PROD-00013,CUST-00501,Be aware that the HomeHelper Standard Toasters suffers from functional failures.,1,2023-12-28,2023-12-06,true,2
REV-000603,PROD-00091,CUST-00030,This PlayMaster Deluxe Board Games is worth every penny. Excellent quality and performance.,4,2023-08-09,2023-07-20,true,8
REV-000604,PROD-00196,CUST-00449,Absolutely love this CulinaryTech Deluxe Toasters. Best purchase I've made this year.,5,2023-11-08,2023-10-10,true,6
REV-000605,PROD-00116,CUST-00344,The FunFactory Deluxe Outdoor is exactly what I was looking for. Perfect for my needs.,4,2023-07-09,2023-06-25,true,6
REV-000606,PROD-00106,CUST-00150,Absolutely love this ThreadWorks Relaxed Women's. Best purchase I've made this year.,4,2023-01-09,2022-12-19,true,2
REV-000607,PROD-00128,CUST-00510,Absolutely love this ThreadWorks Modern Children's. Best purchase I've made this year.,5,2023-01-21,2022-12-29,true,4
REV-000608,PROD-00076,CUST-00992,Absolutely love this BeautyBlend Essential Makeup. Best purchase I've made this year.,4,2023-11-28,2023-11-05,true,14
REV-000609,PROD-00188,CUST-00600,Great product! The TechPro Tablets Ultra Alpha2 arrived on time and works as advertised.,4,2023-05-11,2023-05-09,true,7
REV-000610,PROD-00142,CUST-00923,I've been using the PureGlow Professional Skincare for a month now and it's fantastic.,4,2022-09-01,2022-08-11,true,7
REV-000611,PROD-00030,CUST-00521,Very satisfied with my GlowUp Standard Makeup purchase. Would buy again!,5,2023-11-21,2023-11-19,true,9
REV-000612,PROD-00011,CUST-00351,I'm disappointed with the PureGlow Deluxe Oral Care due to allergic reactions.,2,2023-11-07,2023-10-13,true,3
REV-000613,PROD-00199,CUST-00766,My ElectroMax Cameras Premium X13 overheats even with minimal usage.,2,2023-10-08,2023-09-16,true,0
REV-000614,PROD-00131,CUST-00980,Very satisfied with my TechPro Headphones Pro Alpha13 purchase. Would buy again!,5,2023-12-31,2023-12-28,true,8
REV-000615,PROD-00155,CUST-00381,Be aware that the LuxeBeauty Deluxe Fragrances suffers from effectiveness concerns.,2,2023-10-28,2023-10-12,true,1
REV-000616,PROD-00166,CUST-00136,The ImagineIt Standard Building Sets has been a game-changer for me. Highly recommended!,5,2023-06-21,2023-05-31,true,14
REV-000617,PROD-00133,CUST-00568,Had to return the ElectroMax Tablets Premium Alpha7 because it was overheating constantly.,1,2023-09-26,2023-08-28,true,4
REV-000618,PROD-00088,CUST-00574,The PureGlow Standard Oral Care is exactly what I was looking for. Perfect for my needs.,4,2023-10-29,2023-10-20,false,10
REV-000619,PROD-00140,CUST-00023,I can't recommend the BrightMinds Advanced Board Games because of durability issues.,2,2022-11-18,2022-10-31,true,5
REV-000620,PROD-00084,CUST-00324,Great product! The DigitalDream Cameras Ultra X7 arrived on time and works as advertised.,5,2023-02-14,2023-01-18,true,1
REV-000621,PROD-00191,CUST-00267,The PureGlow Professional Makeup is exactly what I was looking for. Perfect for my needs.,4,2023-09-01,2023-08-02,true,3
REV-000622,PROD-00113,CUST-00420,Absolutely love this BrightMinds Advanced Action Figures. Best purchase I've made this year.,4,2023-09-29,2023-09-01,true,6
REV-000623,PROD-00196,CUST-00604,The CulinaryTech Deluxe Toasters has serious noise level complaints.,2,2023-12-06,2023-11-07,true,1
REV-000624,PROD-00129,CUST-00568,My DigitalDream Tablets Max X9 keeps dying after just a few hours of use.,1,2023-11-14,2023-11-04,false,5
REV-000625,PROD-00155,CUST-00428,I've been using the LuxeBeauty Deluxe Fragrances for a month now and it's fantastic.,4,2023-12-31,2023-12-09,true,10
REV-000626,PROD-00165,CUST-00293,The PlayMaster Essential Educational has serious durability issues.,3,2023-10-07,2023-09-26,false,4
REV-000627,PROD-00081,CUST-00686,Be aware that the BrightMinds Professional Outdoor suffers from durability issues.,3,2023-10-07,2023-10-03,false,1
REV-000628,PROD-00065,CUST-00356,The ComfortBlend Athletic Men's is exactly what I was looking for. Perfect for my needs.,4,2023-12-14,2023-11-22,false,15
REV-000629,PROD-00143,CUST-00836,The ComfortBlend Classic Women's is exactly what I was looking for. Perfect for my needs.,5,2023-02-06,2023-01-31,false,15
REV-000630,PROD-00115,CUST-00948,The InnovateX Laptops Premium Prime8 gets uncomfortably hot during use.,1,2022-05-30,2022-05-16,true,4
REV-000631,PROD-00138,CUST-00088,This BrightMinds Professional Outdoor is worth every penny. Excellent quality and performance.,5,2023-12-31,2023-12-29,true,13
REV-000632,PROD-00093,CUST-00907,The ElectroMax Smartphones Ultra Prime14 is exactly what I was looking for. Perfect for my needs.,5,2023-06-19,2023-05-21,true,11
REV-000633,PROD-00139,CUST-00047,Very satisfied with my ElectroMax Smartphones Pro X9 purchase. Would buy again!,4,2022-09-20,2022-08-27,true,8
REV-000634,PROD-00127,CUST-00572,I love my new FashionFusion Athletic Men's! It works perfectly and exceeded my expectations.,4,2023-06-06,2023-05-13,true,9
REV-000635,PROD-00002,CUST-00574,Great product! The KidWonders Standard Board Games arrived on time and works as advertised.,4,2023-12-31,2023-12-14,true,6
REV-000636,PROD-00110,CUST-00368,Great product! The FashionFusion Classic Sportswear arrived on time and works as advertised.,4,2023-12-31,2023-12-19,true,13
REV-000637,PROD-00012,CUST-00025,Absolutely love this LuxeBeauty Deluxe Haircare. Best purchase I've made this year.,4,2023-01-03,2022-12-29,true,9
REV-000638,PROD-00038,CUST-00479,Had to return the InnovateX Headphones Max Z9 because it was overheating constantly.,1,2022-10-19,2022-09-20,true,2
REV-000639,PROD-00044,CUST-00568,This GadgetGuru Laptops Ultra Prime15 has serious overheating issues that worry me.,1,2022-12-20,2022-11-26,true,0
REV-000640,PROD-00093,CUST-00953,This ElectroMax Smartphones Ultra Prime14 is worth every penny. Excellent quality and performance.,4,2022-12-07,2022-11-26,true,3
REV-000641,PROD-00125,CUST-00831,The FashionFusion Slim Women's has been a game-changer for me. Highly recommended!,5,2023-12-31,2023-12-29,true,3
REV-000642,PROD-00044,CUST-00675,Very satisfied with my GadgetGuru Laptops Ultra Prime15 purchase. Would buy again!,5,2022-10-31,2022-10-01,false,7
REV-000643,PROD-00006,CUST-00193,The CookCraft Essential Coffee Makers has serious noise level complaints.,2,2023-01-07,2022-12-13,true,4
REV-000644,PROD-00123,CUST-00690,Be aware that the HomeHelper Essential Coffee Makers suffers from difficult cleaning.,3,2022-11-01,2022-10-29,true,5
REV-000645,PROD-00136,CUST-00144,Great product! The BeautyBlend Essential Fragrances arrived on time and works as advertised.,5,2023-06-06,2023-05-12,true,5
REV-000646,PROD-00049,CUST-00577,Beware that the UrbanThreads Classic Accessories color is not as advertised.,4,2023-04-05,2023-03-20,true,15
REV-000647,PROD-00010,CUST-00093,I love my new HomeHelper Standard Toasters! It works perfectly and exceeded my expectations.,5,2023-10-16,2023-10-11,true,3
REV-000648,PROD-00083,CUST-00737,I love my new HomeHelper Essential Toasters! It works perfectly and exceeded my expectations.,5,2022-12-02,2022-11-05,true,14
REV-000649,PROD-00099,CUST-00626,Great product! The ThreadWorks Classic Accessories arrived on time and works as advertised.,5,2023-12-31,2023-12-31,true,13
REV-000650,PROD-00010,CUST-00114,Five stars for the HomeHelper Standard Toasters. No complaints whatsoever.,4,2023-12-31,2023-12-28,true,1
REV-000651,PROD-00033,CUST-00646,I've been using the FashionFusion Modern Women's for a month now and it's fantastic.,4,2023-03-02,2023-01-31,true,13
REV-000652,PROD-00084,CUST-00668,Very satisfied with my DigitalDream Cameras Ultra X7 purchase. Would buy again!,4,2023-01-15,2023-01-14,false,2
REV-000653,PROD-00047,CUST-00515,This BrightMinds Advanced Outdoor is worth every penny. Excellent quality and performance.,5,2023-09-16,2023-09-02,true,11
REV-000654,PROD-00143,CUST-00364,I love my new ComfortBlend Classic Women's! It works perfectly and exceeded my expectations.,5,2023-07-17,2023-06-18,true,13
REV-000655,PROD-00042,CUST-00441,I'm disappointed with the ChefChoice Standard Mixers due to noise level complaints.,3,2023-05-28,2023-05-17,false,0
REV-000656,PROD-00019,CUST-00439,Be aware that the ChefChoice Essential Air Fryers suffers from difficult cleaning.,3,2023-07-23,2023-07-20,true,2
REV-000657,PROD-00133,CUST-00930,The ElectroMax Tablets Premium Alpha7 has been a game-changer for me. Highly recommended!,4,2023-09-07,2023-08-20,false,3
REV-000658,PROD-00049,CUST-00321,I love my new UrbanThreads Classic Accessories! It works perfectly and exceeded my expectations.,5,2023-08-05,2023-07-12,true,3
REV-000659,PROD-00182,CUST-00180,I'm disappointed with the PureGlow Professional Oral Care due to packaging problems.,3,2023-08-05,2023-07-12,true,2
REV-000660,PROD-00041,CUST-00633,Great product! The HomeHelper Essential Mixers arrived on time and works as advertised.,5,2023-03-05,2023-02-15,true,0
REV-000661,PROD-00155,CUST-00810,Be aware that the LuxeBeauty Deluxe Fragrances suffers from packaging problems.,4,2023-11-03,2023-10-07,true,6
REV-000662,PROD-00032,CUST-00372,The battery performance of this GadgetGuru Headphones Ultra Neo12 is unacceptable.,2,2023-08-12,2023-08-02,true,5
REV-000663,PROD-00172,CUST-00256,Great product! The ElectroMax Headphones Pro Neo15 arrived on time and works as advertised.,4,2023-12-12,2023-11-17,true,7
REV-000664,PROD-00166,CUST-00789,Great product! The ImagineIt Standard Building Sets arrived on time and works as advertised.,4,2023-12-12,2023-11-29,true,5
REV-000665,PROD-00096,CUST-00636,I'm disappointed with the PureGlow Standard Fragrances due to packaging problems.,2,2023-03-29,2023-03-28,true,2
REV-000666,PROD-00022,CUST-00706,The actual color of the StyleWave Classic Accessories bears little resemblance to the photos.,2,2023-12-13,2023-12-06,true,4
REV-000667,PROD-00019,CUST-00886,Absolutely love this ChefChoice Essential Air Fryers. Best purchase I've made this year.,4,2023-08-17,2023-07-20,true,13
REV-000668,PROD-00107,CUST-00340,I can't recommend the HomeHelper Advanced Coffee Makers because of difficult cleaning.,2,2022-08-12,2022-07-15,true,4
REV-000669,PROD-00200,CUST-00464,I've been using the UrbanThreads Relaxed Children's for a month now and it's fantastic.,4,2023-11-23,2023-11-19,true,8
REV-000670,PROD-00031,CUST-00328,The noise level complaints of this KitchenKing Advanced Toasters is a major issue.,3,2023-08-07,2023-07-29,true,0
REV-000671,PROD-00052,CUST-00597,I've been using the GadgetGuru Laptops Pro Prime13 for a month now and it's fantastic.,5,2023-12-08,2023-11-12,true,3
REV-000672,PROD-00122,CUST-00078,Five stars for the GlowUp Deluxe Haircare. No complaints whatsoever.,4,2022-11-04,2022-10-18,true,0
REV-000673,PROD-00097,CUST-00794,This ChefChoice Advanced Coffee Makers is worth every penny. Excellent quality and performance.,5,2023-06-15,2023-06-02,true,12
